,count_A,count_B,ratio_A,ratio_B,log2_fold
1.10.1280.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.132.60,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.1320.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.1350.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.1380.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.1410.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.1410.30,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.1450.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.150.120,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.150.170,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.150.20,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.150.40,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.150.50,2,0,0.00014040014039641972,7.009673345536762e-14,30.899478111718693
1.10.150.90,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.1510.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.1510.20,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.1530.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.1580.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.1600.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.1660.10,0,2,7.020007016310982e-14,0.00014019346698083198,-30.895227597696522
1.10.167.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.1670.10,0,3,7.020007016310982e-14,0.0002102902004361996,-31.48019009817723
1.10.1710.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.1740.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.1760.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.1780.10,2,1,0.00014040014039641972,7.009673352546436e-05,1.002125256289739
1.10.1820.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.1900.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.20.10,2,1,0.00014040014039641972,7.009673352546436e-05,1.002125256289739
1.10.2080.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.220.110,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.225.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.238.10,0,3,7.020007016310982e-14,0.0002102902004361996,-31.48019009817723
1.10.238.20,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.238.90,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.246.10,0,2,7.020007016310982e-14,0.00014019346698083198,-30.895227597696522
1.10.260.30,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.260.40,2,1,0.00014040014039641972,7.009673352546436e-05,1.002125256289739
1.10.275.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.287.100,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.287.110,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.287.160,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.287.190,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.287.260,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.287.280,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.287.370,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.287.440,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.287.450,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.287.520,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.287.690,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.290.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.3.-,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
1.10.3050.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.3290.20,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.357.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.357.50,2,0,0.00014040014039641972,7.009673345536762e-14,30.899478111718693
1.10.3570.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.375.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.40.30,2,0,0.00014040014039641972,7.009673345536762e-14,30.899478111718693
1.10.418.10,0,2,7.020007016310982e-14,0.00014019346698083198,-30.895227597696522
1.10.418.20,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.437.10,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
1.10.439.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.443.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.455.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.472.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.472.80,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.490.10,5,1,0.0003510003508857492,7.009673352546436e-05,2.3240533507442924
1.10.530.10,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
1.10.532.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.533.10,2,0,0.00014040014039641972,7.009673345536762e-14,30.899478111718693
1.10.565.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.575.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.60.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.620.20,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.630.10,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
1.10.720.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.760.10,2,3,0.00014040014039641972,0.0002102902004361996,-0.5828372434696206
1.10.8.10,2,3,0.00014040014039641972,0.0002102902004361996,-0.5828372434696206
1.10.8.100,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.8.1240,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.8.190,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.10.8.270,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.8.50,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.8.60,3,1,0.00021060021055952955,7.009673352546436e-05,1.5870877567704458
1.10.8.80,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.10.870.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.11.1.-,9,2,0.0006318006315381885,0.00014019346698083198,2.1720502578923506
1.14.-.-,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.14.11.-,5,1,0.0003510003508857492,7.009673352546436e-05,2.3240533507442924
1.14.12.-,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.14.13.-,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.14.14.-,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.14.18.-,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.14.19.-,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.14.99.-,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.1000.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.1050.20,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.1070.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.1090.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.1130.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.120.140,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
1.20.120.1820,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.120.230,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
1.20.120.240,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.120.330,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.120.380,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.120.450,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.120.720,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.120.740,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.120.770,2,0,0.00014040014039641972,7.009673345536762e-14,30.899478111718693
1.20.120.810,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.1250.10,8,1,0.0005616005613750787,7.009673352546436e-05,3.002125255748728
1.20.1250.40,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.1270.20,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.1270.60,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.1280.20,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
1.20.1290.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.140.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.140.90,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.1410.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.142.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.144.10,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
1.20.1600.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.190.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.200.10,2,0,0.00014040014039641972,7.009673345536762e-14,30.899478111718693
1.20.272.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.5.10,0,2,7.020007016310982e-14,0.00014019346698083198,-30.895227597696522
1.20.5.110,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.5.1300,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.5.170,2,0,0.00014040014039641972,7.009673345536762e-14,30.899478111718693
1.20.5.420,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.5.510,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.5.680,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.5.960,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.50.20,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.58.150,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.58.1950,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.58.410,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.58.70,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.58.90,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.85.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.870.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.890.100,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.90.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.20.900.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.910.10,0,2,7.020007016310982e-14,0.00014019346698083198,-30.895227597696522
1.20.940.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.20.950.20,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.25.10.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.25.10.20,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.25.10.30,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.25.20.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.25.40.10,3,1,0.00021060021055952955,7.009673352546436e-05,1.5870877567704458
1.25.40.180,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.25.40.190,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.25.40.20,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.25.40.240,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.25.40.60,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.25.40.90,2,0,0.00014040014039641972,7.009673345536762e-14,30.899478111718693
1.3.3.-,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.4.3.-,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.4.99.-,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
1.5.1.-,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
1.5.3.-,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.50.10.10,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
1.50.10.100,1,2,7.02000702333099e-05,0.00014019346698083198,-0.997874742267566
1.50.10.20,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
1.6.-.-,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
1.6.5.-,0,2,7.020007016310982e-14,0.00014019346698083198,-30.895227597696522
1.6.99.-,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
1.7.-.-,5,2,0.0003510003508857492,0.00014019346698083198,1.32405335146564
16S rRNA,0,4,7.020007016310982e-14,0.0002803869338915672,-31.895227597335847
"2 iron, 2 sulfur cluster binding",1,3,7.02000702333099e-05,0.0002102902004361996,-1.582837242748273
"2',3'-cyclic-nucleotide 3'-phosphodiesterase",2,0,0.00014040014039641972,7.009673345536762e-14,30.899478111718693
"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity",1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2'-deoxyadenosine kinase,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2'-deoxyribonucleotide biosynthetic process,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity",0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
"2-5OAS/ClassI-CCAase, nucleotidyltransferase domain",0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2-alkenal reductase [NAD,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2-aminoethylphosphonate--pyruvate transaminase,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2-aminoethylphosphonate-pyruvate transaminase,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2-aminoethylphosphonate-pyruvate transaminase activity,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2-dehydropantoate 2-reductase activity,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2-dehydrotetronate isomerase,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2-deoxyribose 1-phosphate catabolic process,0,2,7.020007016310982e-14,0.00014019346698083198,-30.895227597696522
"2-hydroxy-6-oxonona-2,4-dienedioate hydrolase",0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2-hydroxymuconate tautomerase,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2-iminobutanoate deaminase activity,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2-iminobutanoate/2-iminopropanoate deaminase,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2-iminopropanoate deaminase activity,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2-keto-myo-inositol isomerase,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2-oxoglutarate dioxygenase,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2-oxoglutarate-dependent dioxygenase activity,2,1,0.00014040014039641972,7.009673352546436e-05,1.002125256289739
2.1.1.-,6,15,0.000421200421048859,0.001051451001900611,-1.3198028377320066
2.1.3.-,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.10.109.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.10.110.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.10.25.10,2,0,0.00014040014039641972,7.009673345536762e-14,30.899478111718693
2.10.260.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.10.55.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.10.60.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.10.70.10,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
2.10.90.10,1,2,7.02000702333099e-05,0.00014019346698083198,-0.997874742267566
2.100.10.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.102.10.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.120.10.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.120.10.100,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.130.10.10,4,5,0.00028080028072263936,0.00035048366734693483,-0.3198028378041413
2.130.10.30,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.140.10.20,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.150.10.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.160.10.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.160.20.10,2,7,0.00014040014039641972,0.0004906771342576701,-1.8052296645312695
2.160.20.20,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.160.20.70,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.170.120.20,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.170.130.10,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
2.170.16.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.170.180.11,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.170.8.10,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
2.170.9.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.20.220.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.20.28.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.20.80.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.20.90.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.3.1.-,6,11,0.000421200421048859,0.0007710640680791405,-0.8723438607957597
2.3.2.-,2,3,0.00014040014039641972,0.0002102902004361996,-0.5828372434696206
2.30.130.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.30.140.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.30.18.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.30.29.30,2,3,0.00014040014039641972,0.0002102902004361996,-0.5828372434696206
2.30.30.100,2,1,0.00014040014039641972,7.009673352546436e-05,1.002125256289739
2.30.30.110,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.30.30.130,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.30.30.140,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.30.30.220,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.30.30.230,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.30.30.30,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.30.30.470,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.30.320.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.30.33.40,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.30.330.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.30.34.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.30.40.10,0,4,7.020007016310982e-14,0.0002803869338915672,-31.895227597335847
2.30.42.10,1,3,7.02000702333099e-05,0.0002102902004361996,-1.582837242748273
2.4.-.-,0,2,7.020007016310982e-14,0.00014019346698083198,-30.895227597696522
2.4.1.-,1,3,7.02000702333099e-05,0.0002102902004361996,-1.582837242748273
2.4.2.-,1,4,7.02000702333099e-05,0.0002803869338915672,-1.9978747419068923
2.4.99.-,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.40.10.10,1,2,7.02000702333099e-05,0.00014019346698083198,-0.997874742267566
2.40.10.120,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.40.128.130,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
2.40.128.20,2,2,0.00014040014039641972,0.00014019346698083198,0.002125257011086235
2.40.128.50,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.40.15.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.40.155.10,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
2.40.160.20,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.40.160.210,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.40.170.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.40.170.20,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
2.40.230.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.40.290.10,2,0,0.00014040014039641972,7.009673345536762e-14,30.899478111718693
2.40.30.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.40.30.190,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.40.30.30,0,2,7.020007016310982e-14,0.00014019346698083198,-30.895227597696522
2.40.310.10,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
2.40.33.20,0,2,7.020007016310982e-14,0.00014019346698083198,-30.895227597696522
2.40.40.20,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
2.40.50.100,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.40.50.140,9,3,0.0006318006315381885,0.0002102902004361996,1.5870877574116435
2.40.500.10,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.5.1.-,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.6.1.-,0,2,7.020007016310982e-14,0.00014019346698083198,-30.895227597696522
2.6.99.-,1,0,7.02000702333099e-05,7.009673345536762e-14,29.899478112440043
2.60.120.10,1,6,7.02000702333099e-05,0.00042058040080230247,-2.582837242507824
2.60.120.1540,1,1,7.02000702333099e-05,7.009673352546436e-05,0.0021252570110865546
2.60.120.170,0,1,7.020007016310982e-14,7.009673352546436e-05,-29.89522759841787
