,count_A,count_B,ratio_A,ratio_B,log2_fold
1.10.1030.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.1040.50,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.1060.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.1070.11,1,2,3.3797142821534916e-06,6.258527246187881e-06,-0.8889219151600766
1.10.1070.20,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.12.10,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.1200.10,6,0,2.0278285676022377e-05,3.1292636215293087e-15,32.59339343906644
1.10.1220.10,16,3,5.4075428463760145e-05,9.387790867717188e-06,2.52611558300669
1.10.1240.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.1240.60,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.1270.20,1,1,3.3797142821534916e-06,3.129263624658572e-06,0.11107808411857584
1.10.132.50,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.132.60,69,267,0.00023320028523877035,0.0008355133869514546,-1.8410933907753038
1.10.1330.10,5,3,1.68985713972486e-05,9.387790867717188e-06,0.8480436780924229
1.10.1370.20,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.1390.10,1,5,3.3797142821534916e-06,1.5646318110775805e-05,-2.21085000961463
1.10.150.120,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.150.130,17,2,5.745514274253392e-05,6.258527246187881e-06,3.198540924732432
1.10.150.170,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.150.20,14,2,4.7315999906212594e-05,6.258527246187881e-06,2.918433005557882
1.10.150.310,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.150.320,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.10.150.50,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.150.530,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.10.150.80,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.150.870,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.150.90,0,2,3.379714278773777e-15,6.258527246187881e-06,-30.78627477058903
1.10.150.910,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.1510.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.1520.10,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.10.1620.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.1620.20,2,4,6.7594285609272684e-06,1.2517054489246496e-05,-0.8889219155207505
1.10.1630.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.1650.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.166.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.1660.10,6,0,2.0278285676022377e-05,3.1292636215293087e-15,32.59339343906644
1.10.1670.10,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.1670.40,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.168.10,1,7,3.3797142821534916e-06,2.190484535383442e-05,-2.6962768367024323
1.10.1740.10,22,3,7.435371413640282e-05,9.387790867717188e-06,2.985547201619396
1.10.1760.20,3,1,1.0139142839701046e-05,3.129263624658572e-06,1.6960405838779353
1.10.1780.10,1,1,3.3797142821534916e-06,3.129263624658572e-06,0.11107808411857584
1.10.1900.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.1900.20,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.195.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.20.10,10,10,3.379714279111749e-05,3.1292636218422344e-05,0.11107808411857614
1.10.20.140,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.20.60,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.230.10,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.10.238.10,3,3,1.0139142839701046e-05,9.387790867717188e-06,0.11107808411857584
1.10.240.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.245.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.246.20,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.260.100,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.260.40,57,14,0.000192643713893485,4.380969070453958e-05,2.136613176147974
1.10.260.50,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.268.10,1,1,3.3797142821534916e-06,3.129263624658572e-06,0.11107808411857584
1.10.274.80,0,2,3.379714278773777e-15,6.258527246187881e-06,-30.78627477058903
1.10.275.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.275.40,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.286.10,5,11,1.68985713972486e-05,3.442189983995166e-05,-1.0264254394739742
1.10.287.10,2,7,6.7594285609272684e-06,2.190484535383442e-05,-1.69627683742378
1.10.287.1040,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.10.287.1060,3,1,1.0139142839701046e-05,3.129263624658572e-06,1.6960405838779353
1.10.287.1080,7,10,2.3657999954796155e-05,3.1292636218422344e-05,-0.40349508864935235
1.10.287.110,4,1,1.3518857118474823e-05,3.129263624658572e-06,2.1110780830365545
1.10.287.1120,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.287.1240,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.287.1260,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.10.287.130,46,3,0.00015546685682697346,9.387790867717188e-06,4.049677539004897
1.10.287.1480,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.287.1490,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.287.160,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.287.1700,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.287.1880,0,3,3.379714278773777e-15,9.387790867717188e-06,-31.371237271069738
1.10.287.210,2,1,6.7594285609272684e-06,3.129263624658572e-06,1.1110780833972282
1.10.287.2230,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.287.2620,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.287.310,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.287.3180,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.287.380,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.287.40,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.287.400,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.287.460,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.287.470,1,1,3.3797142821534916e-06,3.129263624658572e-06,0.11107808411857584
1.10.287.600,0,4,3.379714278773777e-15,1.2517054489246496e-05,-31.78627477022836
1.10.287.610,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.287.650,1,1,3.3797142821534916e-06,3.129263624658572e-06,0.11107808411857584
1.10.287.690,11,67,3.7176857069891266e-05,0.00020966066264559293,-2.495579487592278
1.10.287.70,3,1,1.0139142839701046e-05,3.129263624658572e-06,1.6960405838779353
1.10.287.700,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.287.80,0,3,3.379714278773777e-15,9.387790867717188e-06,-31.371237271069738
1.10.287.830,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.287.860,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.287.890,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.287.950,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.287.990,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.290.10,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.3.-,2,2,6.7594285609272684e-06,6.258527246187881e-06,0.11107808411857584
1.10.30.20,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.30.50,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.300.10,0,2,3.379714278773777e-15,6.258527246187881e-06,-30.78627477058903
1.10.3020.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.3050.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.3060.10,1,7,3.3797142821534916e-06,2.190484535383442e-05,-2.6962768367024323
1.10.3080.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.3120.10,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.10.3130.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.3200.20,1,4,3.3797142821534916e-06,1.2517054489246496e-05,-1.8889219147994025
1.10.3210.10,8,2,2.703771423356993e-05,6.258527246187881e-06,2.1110780835775653
1.10.3260.10,0,9,3.379714278773777e-15,2.8163372596893038e-05,-32.956199771470295
1.10.3290.10,2,1,6.7594285609272684e-06,3.129263624658572e-06,1.1110780833972282
1.10.3330.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.3370.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.340.70,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.3420.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.3430.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.3460.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.3470.10,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.10.3480.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.3500.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.357.10,18,4,6.08348570213077e-05,1.2517054489246496e-05,2.281003085280364
1.10.357.140,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.10.357.40,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.357.50,4,5,1.3518857118474823e-05,1.5646318110775805e-05,-0.21085001069665169
1.10.357.90,1,1,3.3797142821534916e-06,3.129263624658572e-06,0.11107808411857584
1.10.3630.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.3650.10,0,20,3.379714278773777e-15,6.258527243371542e-05,-34.108202864827184
1.10.3710.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.3720.10,13,1,4.3936285627438816e-05,3.129263624658572e-06,3.8115178009279496
1.10.3730.20,6,2,2.0278285676022377e-05,6.258527246187881e-06,1.6960405843588335
1.10.3760.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.3810.10,4,0,1.3518857118474823e-05,3.1292636215293087e-15,32.00843093846551
1.10.3860.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.390.10,4,10,1.3518857118474823e-05,3.1292636218422344e-05,-1.210850010552382
1.10.40.30,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.40.60,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.400.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.400.20,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.4020.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.4030.10,5,0,1.68985713972486e-05,3.1292636215293087e-15,32.330359033280736
1.10.405.10,4,0,1.3518857118474823e-05,3.1292636215293087e-15,32.00843093846551
1.10.4100.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.4140.10,1,1,3.3797142821534916e-06,3.129263624658572e-06,0.11107808411857584
1.10.420.10,0,5,3.379714278773777e-15,1.5646318110775805e-05,-32.10820286504359
1.10.4200.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.437.10,5,7,1.68985713972486e-05,2.190484535383442e-05,-0.37434874296922604
1.10.442.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.443.10,20,2,6.759428557885526e-05,6.258527246187881e-06,3.4330061783567256
1.10.460.10,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.472.10,2,1,6.7594285609272684e-06,3.129263624658572e-06,1.1110780833972282
1.10.472.100,2,2,6.7594285609272684e-06,6.258527246187881e-06,0.11107808411857584
1.10.490.10,4,0,1.3518857118474823e-05,3.1292636215293087e-15,32.00843093846551
1.10.510.10,41,15,0.00013856828543310455,4.693895432606889e-05,1.5617394930671487
1.10.520.10,2,10,6.7594285609272684e-06,3.1292636218422344e-05,-2.210850010191708
1.10.520.20,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.530.10,10,1,3.379714279111749e-05,3.129263624658572e-06,3.433006177707513
1.10.533.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.540.10,7,0,2.3657999954796155e-05,3.1292636215293087e-15,32.81578586036854
1.10.560.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.575.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.579.10,1,9,3.3797142821534916e-06,2.8163372596893038e-05,-3.058846916041341
1.10.580.10,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.10.599.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.60.10,4,0,1.3518857118474823e-05,3.1292636215293087e-15,32.00843093846551
1.10.600.10,7,0,2.3657999954796155e-05,3.1292636215293087e-15,32.81578586036854
1.10.601.10,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.620.20,3,3,1.0139142839701046e-05,9.387790867717188e-06,0.11107808411857584
1.10.630.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.640.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.645.10,1,1,3.3797142821534916e-06,3.129263624658572e-06,0.11107808411857584
1.10.720.10,1,1,3.3797142821534916e-06,3.129263624658572e-06,0.11107808411857584
1.10.760.10,18,9,6.08348570213077e-05,2.8163372596893038e-05,1.111078084038426
1.10.8.10,8,3,2.703771423356993e-05,9.387790867717188e-06,1.526115583096858
1.10.8.100,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.8.1120,0,2,3.379714278773777e-15,6.258527246187881e-06,-30.78627477058903
1.10.8.20,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.8.210,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.8.280,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.8.50,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.8.550,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.8.60,21,5,7.097399985762904e-05,1.5646318110775805e-05,2.1814674117901345
1.10.8.610,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.8.70,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.10.8.710,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.8.720,1,8,3.3797142821534916e-06,2.503410897536373e-05,-2.8889219146190657
1.10.8.730,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.8.80,4,1,1.3518857118474823e-05,3.129263624658572e-06,2.1110780830365545
1.10.8.870,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.10.870.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.10.940.10,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.11.1.-,38,71,0.00012842914259678323,0.00022217771713171016,-0.790741521924875
1.13.-.-,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.13.11.-,5,0,1.68985713972486e-05,3.1292636215293087e-15,32.330359033280736
1.13.12.-,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.14.-.-,4,0,1.3518857118474823e-05,3.1292636215293087e-15,32.00843093846551
1.14.11.-,10,16,3.379714279111749e-05,5.00682179475982e-05,-0.5669938209399606
1.14.13.-,8,0,2.703771423356993e-05,3.1292636215293087e-15,33.00843093828517
1.14.13.n7,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.14.14.-,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.14.19.-,5,1,1.68985713972486e-05,3.129263624658572e-06,2.433006177851782
1.14.99.-,6,0,2.0278285676022377e-05,3.1292636215293087e-15,32.59339343906644
1.16.-.-,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.16.1.-,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.2.-.-,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.2.1.-,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.2.7.-,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.20.1020.10,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.20.1050.10,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.20.1070.10,4,0,1.3518857118474823e-05,3.1292636215293087e-15,32.00843093846551
1.20.1080.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.20.1090.10,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.20.1110.10,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.20.1130.10,3,7,1.0139142839701046e-05,2.190484535383442e-05,-1.111314336943073
1.20.1180.10,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.20.120.10,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.20.120.1080,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.20.120.1200,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.20.120.1220,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.20.120.1390,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.20.120.140,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.20.120.1490,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.20.120.1530,1,0,3.3797142821534916e-06,3.1292636215293087e-15,30.008430939547534
1.20.120.160,2,1,6.7594285609272684e-06,3.129263624658572e-06,1.1110780833972282
1.20.120.1600,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.20.120.1630,3,0,1.0139142839701046e-05,3.1292636215293087e-15,31.59339343930689
1.20.120.1750,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
1.20.120.1760,4,0,1.3518857118474823e-05,3.1292636215293087e-15,32.00843093846551
1.20.120.1780,2,0,6.7594285609272684e-06,3.1292636215293087e-15,31.008430938826184
1.20.120.180,0,1,3.379714278773777e-15,3.129263624658572e-06,-29.78627477131038
